"gene","rho","p.value"
"Insig1",0.491176470588235,0.0533504356779434
"Letm1",0.491176470588235,0.0533504356779434
"Rab33b",0.491176470588235,0.0533504356779434
"Snx2",0.491176470588235,0.0533504356779434
"Ubfd1",0.491176470588235,0.0533504356779434
"Ulk1",0.491176470588235,0.0533504356779434
"3110043O21Rik",0.488235294117647,0.0550150297781375
"AI597479",0.488235294117647,0.0550150297781375
"Bcas3",0.488235294117647,0.0550150297781375
"Ccrn4l",0.488235294117647,0.0550150297781375
"Gata6",0.488235294117647,0.0550150297781375
"Gnmt",0.488235294117647,0.0550150297781375
"Npc1",0.488235294117647,0.0550150297781375
"Phkg2",0.488235294117647,0.0550150297781375
"Psap",0.488235294117647,0.0550150297781375
"Rab40c",0.488235294117647,0.0550150297781375
"Rps9",0.488235294117647,0.0550150297781375
"Ttc6",0.488235294117647,0.0550150297781375
"Zfp593",0.488235294117647,0.0550150297781375
"1810032O08Rik",0.485294117647059,0.056717714281912
"Cldn10",0.485294117647059,0.056717714281912
"Cope",0.485294117647059,0.056717714281912
"Lsmd1",0.485294117647059,0.056717714281912
"Mtf1",0.485294117647059,0.056717714281912
"Pim1",0.485294117647059,0.056717714281912
"Slc2a8",0.485294117647059,0.056717714281912
"Snrpf",0.485294117647059,0.056717714281912
"Tmem150a",0.485294117647059,0.056717714281912
"0610031J06Rik",0.482352941176471,0.0584589767747195
"Afap1l1",0.482352941176471,0.0584589767747195
"Fem1c",0.482352941176471,0.0584589767747195
"Higd1a",0.482352941176471,0.0584589767747195
"Hmgcs1",0.482352941176471,0.0584589767747195
"Inpp5k",0.482352941176471,0.0584589767747195
"Mrpl42",0.482352941176471,0.0584589767747195
"Tmem42",0.482352941176471,0.0584589767747195
"Ubtd1",0.482352941176471,0.0584589767747195
"Bop1",0.479411764705882,0.060239302504316
"Cth",0.479411764705882,0.060239302504316
"Dnajc12",0.479411764705882,0.060239302504316
"Dym",0.479411764705882,0.060239302504316
"Ergic3",0.479411764705882,0.060239302504316
"Josd1",0.479411764705882,0.060239302504316
"Lrrc73",0.479411764705882,0.060239302504316
"Mafk",0.479411764705882,0.060239302504316
"Mrps21",0.479411764705882,0.060239302504316
"Ncoa3",0.479411764705882,0.060239302504316
"Nhp2l1",0.479411764705882,0.060239302504316
"Pla2g4c",0.479411764705882,0.060239302504316
"Tspan1",0.479411764705882,0.060239302504316
"Vdac3",0.479411764705882,0.060239302504316
"Zfp810",0.479411764705882,0.060239302504316
"Morf4l2",0.476470588235294,0.0620591741892261
"Rcl1",0.476470588235294,0.0620591741892261
"Rps4x",0.476470588235294,0.0620591741892261
"Tmed6",0.476470588235294,0.0620591741892261
"Tnpo3",0.476470588235294,0.0620591741892261
"Tst",0.476470588235294,0.0620591741892261
"Blvrb",0.473529411764706,0.0639190718268201
"Ddt",0.473529411764706,0.0639190718268201
"Lrrc28",0.473529411764706,0.0639190718268201
"Pnp",0.473529411764706,0.0639190718268201
"Rhoc",0.473529411764706,0.0639190718268201
"Rnf11",0.473529411764706,0.0639190718268201
"Rpl18a",0.473529411764706,0.0639190718268201
"Rpl36",0.473529411764706,0.0639190718268201
"Snord104",0.473529411764706,0.0639190718268201
"Tada3",0.473529411764706,0.0639190718268201
"Tpbg",0.473529411764706,0.0639190718268201
"Ttc13",0.473529411764706,0.0639190718268201
"Cygb",0.470588235294118,0.0658194725010812
"Dpm1",0.470588235294118,0.0658194725010812
"Fau",0.470588235294118,0.0658194725010812
"Insr",0.470588235294118,0.0658194725010812
"Mknk2",0.470588235294118,0.0658194725010812
"Perp",0.470588235294118,0.0658194725010812
"Pgk1",0.470588235294118,0.0658194725010812
"Rps8",0.470588235294118,0.0658194725010812
"Tom1l1",0.470588235294118,0.0658194725010812
"Asah1",0.467647058823529,0.067760850190154
"Cdk18",0.467647058823529,0.067760850190154
"Ctnnal1",0.467647058823529,0.067760850190154
"E2f4",0.467647058823529,0.067760850190154
"Eif3h",0.467647058823529,0.067760850190154
"Emp2",0.467647058823529,0.067760850190154
"Il1r1",0.467647058823529,0.067760850190154
"Mbip",0.467647058823529,0.067760850190154
"Prelid1",0.467647058823529,0.067760850190154
"Rnf34",0.467647058823529,0.067760850190154
"Rps23",0.467647058823529,0.067760850190154
"Tpd52l1",0.467647058823529,0.067760850190154
"Vamp8",0.467647058823529,0.067760850190154
"Alas2",0.464705882352941,0.069743675573756
"Car5a",0.464705882352941,0.069743675573756
"Cog2",0.464705882352941,0.069743675573756
"Cstb",0.464705882352941,0.069743675573756
"Dap",0.464705882352941,0.069743675573756
"Pan2",0.464705882352941,0.069743675573756
"Pip5k1c",0.464705882352941,0.069743675573756
"Pts",0.464705882352941,0.069743675573756
"Rps21",0.464705882352941,0.069743675573756
"Sipa1",0.464705882352941,0.069743675573756
"Slc9a3r2",0.464705882352941,0.069743675573756
"Supt4a",0.464705882352941,0.069743675573756
"Tvp23b",0.464705882352941,0.069743675573756
"Dctn2",0.461764705882353,0.0717684158405381
"Pan3",0.461764705882353,0.0717684158405381
"Qpct",0.461764705882353,0.0717684158405381
"Smoc2",0.461764705882353,0.0717684158405381
"Usp39",0.461764705882353,0.0717684158405381
"Asns",0.458823529411765,0.0738355344954811
"Cr1l",0.458823529411765,0.0738355344954811
"Csf2",0.458823529411765,0.0738355344954811
"Ctps",0.458823529411765,0.0738355344954811
"Dpep1",0.458823529411765,0.0738355344954811
"Dyrk3",0.458823529411765,0.0738355344954811
"Fosl2",0.458823529411765,0.0738355344954811
"Gcsh",0.458823529411765,0.0738355344954811
"Get4",0.458823529411765,0.0738355344954811
"Harbi1",0.458823529411765,0.0738355344954811
"Map3k1",0.458823529411765,0.0738355344954811
"Mrp63",0.458823529411765,0.0738355344954811
"Nemf",0.458823529411765,0.0738355344954811
"Pcgf2",0.458823529411765,0.0738355344954811
"Rreb1",0.458823529411765,0.0738355344954811
"Sdccag3",0.458823529411765,0.0738355344954811
"Stxbp2",0.458823529411765,0.0738355344954811
"Wdfy3",0.458823529411765,0.0738355344954811
"2810008D09Rik",0.455882352941176,0.0759454911674118
"Atg4b",0.455882352941176,0.0759454911674118
"Chmp1a",0.455882352941176,0.0759454911674118
"Ctso",0.455882352941176,0.0759454911674118
"Gadd45g",0.455882352941176,0.0759454911674118
"Gorasp2",0.455882352941176,0.0759454911674118
"Lemd1",0.455882352941176,0.0759454911674118
"Rpl39",0.455882352941176,0.0759454911674118
"Rps26",0.455882352941176,0.0759454911674118
"Tmem198b",0.455882352941176,0.0759454911674118
"Bhlhe41",0.452941176470588,0.0780987414167251
"Klc3",0.452941176470588,0.0780987414167251
"Mfsd11",0.452941176470588,0.0780987414167251
"Pabpc1",0.452941176470588,0.0780987414167251
"Rac3",0.452941176470588,0.0780987414167251
"Tacstd2",0.452941176470588,0.0780987414167251
"Tmem106b",0.452941176470588,0.0780987414167251
"Ube2i",0.452941176470588,0.0780987414167251
"1110008F13Rik",0.45,0.0802957365433965
"Eva1a",0.45,0.0802957365433965
"Fam117a",0.45,0.0802957365433965
"Mansc1",0.45,0.0802957365433965
"Nipal1",0.45,0.0802957365433965
"Pik3r2",0.45,0.0802957365433965
